MOE3.Percentage of unspent funds,com_post_MOPs.Communication System.Time to get info,com_post_MOPs.Computer.Processing time,comms_MOPs.Satellite.Receiving time,comms_MOPs.Satellite.Sending time,target.Distance from base,target.Distance from optimized path start,environment.Precipitation,environment.Wind speed,h.Analysis time,h.Rescue in region time,h.Time to hospital,h.Time to prepare,h.Time to region,MOE1.Fuel cost improvement rate,MOE2.Time improvement Rate,rescue unit MOPs.Fuel cost,rescue unit MOPs.Time to rescue,search unit MOPs.Fuel cost,search unit MOPs.Time to detect,Total MOPs.Fuel consumption cost,Total MOPs.Mission time,UAV.Conditional cruise speed,UAV.Conditional max speed,UAV.Search time,UAV.Time to prepare,UAV.Time to region,UAV.Camera 5.Transparency,UAV.On-board analysis system 5.Analysis time,UAV.On-board analysis system 5.Image recognition algorithm accuracy,UAV.On-board navigation system 5.Navigation algorithm accuracy
25.0000,0.0204,0.0154,0.0006,0.0010,9.5075,4.9115,0.6100,17.6556,9.7466,0.0278,0.0962,0.0177,0.0962,29.4334,7.3095,81.1506,0.2379,0.0010,0.1880,81.1516,0.4635,82.3444,82.3444,0.0597,0.0153,0.1130,1.0000,0.2875,0.9808,0.9901
25.0000,0.0184,0.0158,0.0009,0.0006,15.5215,3.0115,0.1731,11.0279,9.5202,0.0240,0.1293,0.0285,0.1293,6.8847,-28.7955,107.0809,0.3112,0.0017,0.2969,107.0826,0.6440,100.0000,100.0000,0.0303,0.0157,0.2510,1.0000,0.4906,0.9921,0.9980
25.0000,0.0246,0.0091,0.0009,0.0007,16.2274,0.1876,0.3269,3.7490,8.5005,0.0208,0.1352,0.0322,0.1352,3.2152,-39.4347,111.3004,0.3235,0.0021,0.3384,111.3026,0.6972,100.0000,100.0000,0.0020,0.0090,0.3274,1.0000,0.4379,0.9934,0.9802
25.0000,0.0220,0.0124,0.0007,0.0008,12.2021,1.8152,0.1813,12.4932,9.4421,0.0326,0.1017,0.0272,0.1017,25.0105,-7.9366,86.2365,0.2632,0.0014,0.2406,86.2379,0.5397,100.0000,100.0000,0.0182,0.0142,0.2082,1.0000,0.2718,0.9853,0.9991
25.0000,0.0181,0.0102,0.0011,0.0006,13.3309,2.1251,0.9747,14.7836,8.6505,0.0264,0.1337,0.0277,0.1337,3.5213,-22.9846,110.9489,0.3216,0.0016,0.2634,110.9505,0.6149,97.4720,97.4720,0.0219,0.0109,0.2306,0.9500,0.4686,0.9981,0.9985
25.0000,0.0249,0.0095,0.0009,0.0011,13.7817,4.0831,0.6738,3.8116,8.9774,0.0288,0.1148,0.0277,0.1148,16.3495,-14.3280,96.1967,0.2862,0.0014,0.2491,96.1981,0.5716,100.0000,100.0000,0.0409,0.0104,0.1979,1.0000,0.2905,0.9894,0.9813
25.0000,0.0284,0.0132,0.0006,0.0007,9.5026,0.7584,0.8737,3.8564,8.4353,0.0199,0.0906,0.0182,0.0906,34.3544,8.5509,75.4913,0.2194,0.0012,0.1949,75.4925,0.4572,100.0000,100.0000,0.0077,0.0115,0.1757,0.9700,0.2756,0.9945,0.9967
25.0000,0.0213,0.0127,0.0006,0.0009,16.6413,4.7067,0.0405,16.7711,8.0139,0.0259,0.1666,0.0325,0.1666,-19.2915,-56.3382,137.1832,0.3917,0.0021,0.3545,137.1853,0.7817,83.2289,83.2289,0.0566,0.0085,0.2894,1.0000,0.2789,0.9926,0.9919
25.0000,0.0216,0.0125,0.0008,0.0008,14.6578,5.5083,0.9416,1.2727,9.0922,0.0242,0.1297,0.0176,0.1297,6.5910,-20.3828,107.4188,0.3013,0.0015,0.2649,107.4203,0.6019,94.1574,94.1574,0.0586,0.0090,0.1973,0.9500,0.4054,0.9900,0.9863
25.0000,0.0305,0.0155,0.0009,0.0011,11.8549,5.1414,0.9527,17.7752,9.0746,0.0251,0.1261,0.0291,0.1261,8.9976,-21.1412,104.6514,0.3064,0.0014,0.2513,104.6528,0.6057,78.3345,78.3345,0.0658,0.0120,0.1735,0.9500,0.4776,0.9963,0.9893
25.0000,0.0265,0.0088,0.0009,0.0008,16.6627,4.9610,0.5208,0.5424,9.3311,0.0274,0.1389,0.0302,0.1389,-0.1709,-35.1892,115.1948,0.3353,0.0017,0.3037,115.1965,0.6759,100.0000,100.0000,0.0497,0.0150,0.2390,1.0000,0.4326,0.9878,0.9800
25.0000,0.0278,0.0094,0.0007,0.0009,12.1281,1.3181,0.5426,10.2198,9.2924,0.0211,0.1011,0.0190,0.1011,26.9443,-5.2505,84.0126,0.2422,0.0015,0.2453,84.0140,0.5263,100.0000,100.0000,0.0133,0.0129,0.2191,1.0000,0.2860,0.9968,0.9877
25.0000,0.0325,0.0111,0.0008,0.0009,13.6289,1.8364,0.0058,0.7519,9.4338,0.0244,0.1136,0.0203,0.1136,17.8089,-17.7175,94.5181,0.2718,0.0016,0.2714,94.5197,0.5886,100.0000,100.0000,0.0185,0.0121,0.2408,1.0000,0.3723,0.9892,0.9801
25.0000,0.0243,0.0086,0.0009,0.0008,16.3905,4.1227,0.8857,16.5756,8.9192,0.0179,0.1849,0.0279,0.1849,-30.9242,-61.5011,150.5608,0.4154,0.0021,0.3575,150.5629,0.8075,83.4244,83.4244,0.0495,0.0117,0.2962,0.9700,0.4283,0.9822,0.9937
25.0000,0.0224,0.0148,0.0010,0.0007,12.2732,0.1873,0.9884,17.6967,8.4033,0.0327,0.1257,0.0172,0.1257,8.2702,-30.5458,105.4873,0.3014,0.0020,0.3125,105.4893,0.6527,81.3447,81.3447,0.0024,0.0103,0.2997,0.9500,0.2609,0.9919,0.9922
25.0000,0.0235,0.0111,0.0009,0.0008,14.2569,3.7176,0.9055,9.8856,9.8370,0.0217,0.1312,0.0260,0.1312,5.8924,-26.9972,108.2221,0.3101,0.0017,0.2885,108.2238,0.6350,90.5453,90.5453,0.0412,0.0139,0.2334,0.9500,0.3307,0.9840,0.9985
25.0000,0.0308,0.0097,0.0009,0.0008,10.0529,4.8464,0.1496,10.2779,8.2438,0.0175,0.0838,0.0253,0.0838,39.4336,15.3311,69.6504,0.2104,0.0009,0.1707,69.6513,0.4233,100.0000,100.0000,0.0486,0.0159,0.1063,1.0000,0.3310,0.9964,0.9819
25.0000,0.0221,0.0114,0.0009,0.0006,14.3825,1.4028,0.7998,11.3822,9.5110,0.0171,0.1498,0.0280,0.1498,-6.4760,-33.2860,122.4456,0.3449,0.0017,0.2867,122.4474,0.6664,100.0000,100.0000,0.0142,0.0123,0.2602,0.9700,0.4655,0.9911,0.9986
25.0000,0.0290,0.0133,0.0007,0.0007,16.8136,3.0613,0.9492,2.0834,8.1889,0.0199,0.1476,0.0287,0.1476,-5.2762,-44.7416,121.0656,0.3438,0.0020,0.3363,121.0676,0.7237,94.9225,94.9225,0.0323,0.0129,0.2910,0.9500,0.3100,0.9801,0.9967
25.0000,0.0226,0.0106,0.0008,0.0008,15.8285,4.3309,0.0592,0.1999,9.4349,0.0305,0.1319,0.0312,0.1319,4.2625,-29.3899,110.0964,0.3255,0.0017,0.2867,110.0981,0.6469,100.0000,100.0000,0.0434,0.0103,0.2330,1.0000,0.3349,0.9938,0.9878
25.0000,0.0327,0.0157,0.0010,0.0011,9.6787,0.0287,0.7546,14.5271,9.7582,0.0288,0.1251,0.0281,0.1251,9.2530,-12.5598,104.3578,0.3070,0.0013,0.2054,104.3591,0.5628,100.0000,100.0000,0.0004,0.0088,0.1961,0.9700,0.4497,0.9942,0.9854
25.0000,0.0288,0.0156,0.0007,0.0006,15.4160,5.3781,0.6368,0.8292,8.2004,0.0274,0.1285,0.0260,0.1285,7.0617,-24.7038,106.8775,0.3103,0.0015,0.2674,106.8790,0.6235,100.0000,100.0000,0.0539,0.0113,0.2023,1.0000,0.3780,0.9979,0.9939
25.0000,0.0200,0.0129,0.0006,0.0009,8.2594,2.4816,0.5676,11.0877,9.4239,0.0223,0.0688,0.0261,0.0688,49.2108,24.7995,58.4068,0.1861,0.0009,0.1554,58.4076,0.3760,100.0000,100.0000,0.0250,0.0128,0.1177,1.0000,0.4779,0.9922,0.9842
25.0000,0.0180,0.0105,0.0006,0.0008,13.0360,4.6541,0.7279,11.4057,8.1369,0.0245,0.1492,0.0214,0.1492,-7.0208,-20.2997,123.0727,0.3444,0.0013,0.2272,123.0740,0.6015,100.0000,100.0000,0.0466,0.0112,0.1694,0.9700,0.2764,0.9872,0.9910
25.0000,0.0228,0.0096,0.0007,0.0010,12.8427,3.8268,0.1196,10.2358,9.5904,0.0270,0.1070,0.0329,0.1070,22.0220,-9.0856,89.6733,0.2740,0.0013,0.2374,89.6746,0.5454,100.0000,100.0000,0.0383,0.0154,0.1837,1.0000,0.2658,0.9967,0.9830
25.0000,0.0191,0.0135,0.0008,0.0011,16.4521,5.5191,0.4074,16.2240,8.2874,0.0245,0.1637,0.0204,0.1637,-17.0374,-50.6364,134.5910,0.3722,0.0020,0.3465,134.5930,0.7532,83.7760,83.7760,0.0660,0.0143,0.2661,1.0000,0.4327,0.9840,0.9814
25.0000,0.0232,0.0083,0.0010,0.0009,15.6402,5.6933,0.1930,12.6860,8.9703,0.0174,0.1303,0.0215,0.1303,7.0652,-19.6801,106.8735,0.2995,0.0015,0.2655,106.8750,0.5984,100.0000,100.0000,0.0571,0.0090,0.1995,1.0000,0.4201,0.9808,0.9988
25.0000,0.0293,0.0115,0.0006,0.0007,8.1176,4.1864,0.4158,2.3093,8.0184,0.0233,0.0676,0.0183,0.0676,49.9011,29.2704,57.6131,0.1769,0.0007,0.1347,57.6138,0.3536,100.0000,100.0000,0.0420,0.0132,0.0795,1.0000,0.4927,0.9832,0.9926
25.0000,0.0187,0.0085,0.0007,0.0011,13.0409,3.6881,0.4773,17.2624,9.4156,0.0287,0.1313,0.0256,0.1313,4.8793,-26.8112,109.3872,0.3170,0.0017,0.2880,109.3889,0.6341,82.7376,82.7376,0.0447,0.0127,0.2306,1.0000,0.3555,0.9918,0.9811
25.0000,0.0196,0.0121,0.0008,0.0007,16.3460,3.8514,0.1363,4.4930,9.4986,0.0287,0.1362,0.0186,0.1362,1.4955,-30.3699,113.2784,0.3198,0.0018,0.2990,113.2802,0.6518,100.0000,100.0000,0.0386,0.0097,0.2506,1.0000,0.3798,0.9810,0.9982
25.0000,0.0238,0.0098,0.0007,0.0009,10.9387,5.0895,0.6839,1.4767,8.1962,0.0177,0.0912,0.0232,0.0912,34.2793,11.0148,75.5778,0.2232,0.0010,0.1865,75.5788,0.4449,100.0000,100.0000,0.0510,0.0160,0.1195,1.0000,0.4640,0.9895,0.9812
25.0000,0.0288,0.0143,0.0006,0.0010,13.1217,5.2454,0.0937,11.4533,8.7865,0.0218,0.1093,0.0238,0.1093,21.0928,-6.3759,90.7420,0.2642,0.0012,0.2229,90.7433,0.5319,100.0000,100.0000,0.0526,0.0101,0.1602,1.0000,0.4035,0.9991,0.9847
25.0000,0.0226,0.0113,0.0008,0.0006,14.9119,0.0088,0.6196,8.9301,8.6903,0.0267,0.1243,0.0220,0.1243,10.0765,-29.8092,103.4100,0.2972,0.0020,0.3165,103.4120,0.6490,100.0000,100.0000,0.0002,0.0160,0.3003,1.0000,0.2700,0.9950,0.9933
25.0000,0.0267,0.0121,0.0011,0.0007,8.3137,2.1841,0.5521,7.5543,8.4597,0.0282,0.0693,0.0213,0.0693,48.1318,22.9950,59.6475,0.1880,0.0009,0.1566,59.6484,0.3850,100.0000,100.0000,0.0220,0.0111,0.1234,1.0000,0.4801,0.9950,0.9955
25.0000,0.0200,0.0146,0.0010,0.0010,15.3701,2.9556,0.2905,3.8597,8.7576,0.0233,0.1281,0.0299,0.1281,7.8541,-28.1962,105.9660,0.3094,0.0018,0.2951,105.9677,0.6410,100.0000,100.0000,0.0297,0.0130,0.2525,1.0000,0.4597,0.9987,0.9843
25.0000,0.0218,0.0136,0.0010,0.0009,10.8162,4.3458,0.2922,7.2247,9.2017,0.0217,0.0901,0.0294,0.0901,34.4647,9.7562,75.3646,0.2314,0.0010,0.1826,75.3656,0.4512,100.0000,100.0000,0.0436,0.0092,0.1298,1.0000,0.4086,0.9860,0.9989
25.0000,0.0224,0.0117,0.0008,0.0007,8.7757,4.9293,0.1833,1.0275,9.7316,0.0257,0.0731,0.0286,0.0731,45.7730,24.6303,62.3603,0.2005,0.0007,0.1407,62.3610,0.3768,100.0000,100.0000,0.0494,0.0132,0.0781,1.0000,0.2691,0.9859,0.9881
25.0000,0.0281,0.0157,0.0007,0.0008,14.5585,5.5839,0.8039,17.9446,9.0918,0.0224,0.1839,0.0242,0.1839,-30.8669,-52.2244,150.4952,0.4144,0.0017,0.3015,150.4969,0.7611,82.0554,82.0554,0.0681,0.0115,0.2218,0.9700,0.2972,0.9809,0.9873
25.0000,0.0290,0.0132,0.0010,0.0008,10.9724,3.1838,0.6957,16.1421,8.2183,0.0206,0.1090,0.0285,0.1090,21.4590,-8.7333,90.3208,0.2672,0.0014,0.2326,90.3221,0.5437,83.8579,83.8579,0.0381,0.0082,0.1863,1.0000,0.4121,0.9918,0.9987
25.0000,0.0259,0.0158,0.0009,0.0006,9.6230,5.6591,0.6966,15.7773,9.5659,0.0261,0.0952,0.0320,0.0952,30.3623,6.2700,80.0824,0.2485,0.0009,0.1769,80.0833,0.4687,84.2227,84.2227,0.0673,0.0146,0.0949,1.0000,0.4838,0.9831,0.9943
25.0000,0.0203,0.0102,0.0010,0.0007,9.2511,4.1593,0.3026,8.0046,9.6884,0.0297,0.0771,0.0247,0.0771,42.4920,21.3148,66.1334,0.2086,0.0008,0.1526,66.1342,0.3934,100.0000,100.0000,0.0417,0.0083,0.1027,1.0000,0.2661,0.9875,0.9946
25.0000,0.0219,0.0097,0.0008,0.0010,14.2304,4.5827,0.4756,2.6137,9.1144,0.0203,0.1186,0.0210,0.1186,14.8547,-13.8689,97.9157,0.2784,0.0015,0.2576,97.9171,0.5693,100.0000,100.0000,0.0459,0.0156,0.1961,1.0000,0.3874,0.9846,0.9852
25.0000,0.0211,0.0166,0.0008,0.0011,11.5479,3.1178,0.7099,11.4754,9.3698,0.0248,0.1356,0.0192,0.1356,2.4630,-14.2818,112.1664,0.3151,0.0012,0.2167,112.1676,0.5714,100.0000,100.0000,0.0313,0.0140,0.1714,0.9700,0.4075,0.9978,0.9849
25.0000,0.0258,0.0114,0.0009,0.0010,12.7838,0.7168,0.1872,7.9454,8.2492,0.0329,0.1065,0.0300,0.1065,21.5933,-16.3055,90.1660,0.2760,0.0016,0.2664,90.1677,0.5815,100.0000,100.0000,0.0073,0.0132,0.2459,1.0000,0.3244,0.9874,0.9824
25.0000,0.0266,0.0147,0.0007,0.0007,12.5636,4.5500,0.7109,6.4955,9.0774,0.0325,0.1473,0.0250,0.1473,-6.6968,-23.0734,122.7001,0.3521,0.0012,0.2206,122.7013,0.6154,100.0000,100.0000,0.0456,0.0144,0.1606,0.9700,0.4013,0.9938,0.9998
25.0000,0.0196,0.0121,0.0006,0.0009,16.8193,1.4094,0.1332,1.8110,8.5274,0.0204,0.1402,0.0176,0.1402,-0.1661,-36.5608,115.1890,0.3183,0.0021,0.3313,115.1911,0.6828,100.0000,100.0000,0.0142,0.0084,0.3088,1.0000,0.3391,0.9987,0.9990
25.0000,0.0308,0.0137,0.0010,0.0008,10.3260,3.1296,0.2206,9.0925,8.4704,0.0195,0.0861,0.0174,0.0861,37.5913,10.9867,71.7689,0.2090,0.0011,0.1898,71.7700,0.4451,100.0000,100.0000,0.0314,0.0127,0.1457,1.0000,0.4973,0.9963,0.9895
25.0000,0.0298,0.0086,0.0009,0.0006,14.7489,0.9783,0.5922,2.5600,9.3841,0.0318,0.1229,0.0291,0.1229,10.3471,-30.0849,103.0990,0.3067,0.0019,0.3037,103.1008,0.6504,100.0000,100.0000,0.0099,0.0139,0.2799,1.0000,0.2632,0.9867,0.9846
25.0000,0.0245,0.0098,0.0008,0.0007,13.9764,5.9796,0.4714,0.3345,9.6387,0.0209,0.1165,0.0278,0.1165,16.2468,-10.0690,96.3149,0.2817,0.0013,0.2329,96.3162,0.5503,100.0000,100.0000,0.0599,0.0121,0.1610,1.0000,0.2795,0.9850,0.9951
25.0000,0.0232,0.0148,0.0008,0.0007,8.9868,5.1524,0.5719,15.9488,9.0686,0.0299,0.0891,0.0263,0.0891,34.1158,12.5211,75.7660,0.2344,0.0008,0.1634,75.7669,0.4374,84.0512,84.0512,0.0614,0.0100,0.0920,1.0000,0.3666,0.9912,0.9951
25.0000,0.0211,0.0087,0.0008,0.0009,14.2648,4.2883,0.3307,2.3167,8.9261,0.0252,0.1189,0.0243,0.1189,14.0212,-15.8118,98.8741,0.2872,0.0015,0.2604,98.8756,0.5791,100.0000,100.0000,0.0430,0.0138,0.2036,1.0000,0.3517,0.9801,0.9809
25.0000,0.0222,0.0125,0.0010,0.0009,14.0437,4.1586,0.2103,5.7570,9.4555,0.0327,0.1170,0.0188,0.1170,14.3240,-15.1041,98.5259,0.2855,0.0015,0.2534,98.5274,0.5755,100.0000,100.0000,0.0417,0.0117,0.2000,1.0000,0.3752,0.9979,0.9896
25.0000,0.0324,0.0142,0.0009,0.0006,9.3026,5.2820,0.3268,9.7001,8.2821,0.0205,0.0775,0.0299,0.0775,43.3909,20.5855,65.0998,0.2055,0.0007,0.1434,65.1005,0.3971,100.0000,100.0000,0.0529,0.0097,0.0808,1.0000,0.3946,0.9850,0.9983
25.0000,0.0297,0.0118,0.0010,0.0010,15.7057,5.1860,0.8260,4.2177,8.2116,0.0194,0.1585,0.0190,0.1585,-12.7638,-35.1630,129.6767,0.3553,0.0016,0.2771,129.6783,0.6758,100.0000,100.0000,0.0520,0.0135,0.2116,0.9700,0.3412,0.9910,0.9956
25.0000,0.0242,0.0107,0.0010,0.0007,16.6765,5.5475,0.1642,10.2523,8.1690,0.0221,0.1390,0.0249,0.1390,0.4428,-30.7027,114.4891,0.3249,0.0017,0.2920,114.4908,0.6535,100.0000,100.0000,0.0556,0.0132,0.2232,1.0000,0.3841,0.9899,0.9984
25.0000,0.0317,0.0152,0.0007,0.0008,13.5934,1.2909,0.4174,11.9734,9.5438,0.0261,0.1133,0.0181,0.1133,17.7913,-17.7513,94.5383,0.2708,0.0017,0.2696,94.5400,0.5888,100.0000,100.0000,0.0130,0.0100,0.2466,1.0000,0.4182,0.9983,0.9990
25.0000,0.0260,0.0110,0.0008,0.0008,10.7132,2.4211,0.1922,11.9333,8.8496,0.0175,0.0893,0.0276,0.0893,35.6050,7.8370,74.0530,0.2237,0.0012,0.1987,74.0542,0.4608,100.0000,100.0000,0.0243,0.0082,0.1662,1.0000,0.3683,0.9808,0.9998
25.0000,0.0329,0.0135,0.0010,0.0007,14.4148,1.4354,0.8755,6.5577,9.2678,0.0248,0.1372,0.0302,0.1372,1.3190,-34.4081,113.4814,0.3294,0.0018,0.2945,113.4831,0.6720,100.0000,100.0000,0.0144,0.0159,0.2641,0.9700,0.2522,0.9839,0.9836
25.0000,0.0197,0.0121,0.0008,0.0010,8.8449,3.2586,0.5879,13.9450,8.6638,0.0177,0.0857,0.0326,0.0857,38.1017,17.8603,71.1822,0.2216,0.0009,0.1555,71.1830,0.4107,100.0000,100.0000,0.0327,0.0093,0.1135,1.0000,0.4262,0.9948,0.9863
25.0000,0.0316,0.0159,0.0009,0.0009,12.6811,3.4001,0.4007,2.3796,9.4521,0.0247,0.1057,0.0264,0.1057,23.2597,-9.6490,88.2499,0.2625,0.0014,0.2365,88.2513,0.5482,100.0000,100.0000,0.0341,0.0145,0.1879,1.0000,0.3039,0.9946,0.9890
25.0000,0.0305,0.0098,0.0007,0.0006,15.0208,4.9014,0.5656,2.9182,9.3149,0.0188,0.1252,0.0296,0.1252,10.4715,-21.6067,102.9563,0.2987,0.0015,0.2677,102.9578,0.6080,100.0000,100.0000,0.0491,0.0140,0.2046,1.0000,0.3491,0.9823,0.9903
25.0000,0.0177,0.0147,0.0009,0.0006,11.7029,2.1068,0.8206,11.3609,8.5975,0.0329,0.1188,0.0209,0.1188,13.0362,-9.7108,100.0070,0.2914,0.0013,0.2232,100.0083,0.5486,100.0000,100.0000,0.0212,0.0094,0.1926,0.9700,0.3801,0.9807,0.9980
25.0000,0.0240,0.0116,0.0006,0.0011,15.5100,3.5124,0.0798,5.1142,9.0847,0.0314,0.1293,0.0246,0.1293,5.9955,-28.1990,108.1034,0.3145,0.0017,0.2892,108.1051,0.6410,100.0000,100.0000,0.0352,0.0097,0.2443,1.0000,0.4117,0.9985,0.9829
25.0000,0.0318,0.0089,0.0009,0.0011,16.3824,4.3683,0.2603,4.4806,9.8548,0.0264,0.1365,0.0260,0.1365,1.5794,-33.7924,113.1819,0.3255,0.0018,0.3009,113.1836,0.6690,100.0000,100.0000,0.0438,0.0140,0.2431,1.0000,0.3895,0.9962,0.9896
25.0000,0.0292,0.0107,0.0009,0.0008,13.3101,5.5061,0.6005,11.6997,8.8681,0.0188,0.1109,0.0183,0.1109,20.3916,-5.7588,91.5484,0.2589,0.0012,0.2284,91.5496,0.5288,100.0000,100.0000,0.0551,0.0149,0.1583,1.0000,0.2578,1.0000,0.9877
25.0000,0.0198,0.0122,0.0010,0.0009,12.8087,4.3740,0.0968,2.9807,9.8106,0.0311,0.1067,0.0262,0.1067,21.6868,-5.3970,90.0589,0.2708,0.0013,0.2223,90.0601,0.5270,100.0000,100.0000,0.0439,0.0082,0.1701,1.0000,0.4342,0.9841,0.9931
25.0000,0.0259,0.0165,0.0010,0.0006,9.5161,3.8154,0.1806,14.3099,8.7537,0.0191,0.0925,0.0262,0.0925,33.1265,11.7906,76.9036,0.2304,0.0009,0.1666,76.9045,0.4410,100.0000,100.0000,0.0383,0.0126,0.1158,1.0000,0.3856,0.9802,0.9872
25.0000,0.0316,0.0126,0.0006,0.0010,8.4517,4.0980,0.3811,12.5437,8.9525,0.0227,0.0704,0.0193,0.0704,48.0418,25.5504,59.7512,0.1829,0.0007,0.1436,59.7519,0.3722,100.0000,100.0000,0.0411,0.0140,0.0885,1.0000,0.2839,0.9961,0.9869
25.0000,0.0210,0.0143,0.0009,0.0006,11.1940,2.8628,0.2733,5.2320,9.1019,0.0299,0.0933,0.0172,0.0933,31.2105,3.4157,79.1067,0.2337,0.0012,0.2124,79.1079,0.4829,100.0000,100.0000,0.0287,0.0146,0.1690,1.0000,0.2711,0.9828,0.9871
25.0000,0.0236,0.0116,0.0008,0.0007,8.9682,3.1924,0.0841,7.7707,9.1537,0.0279,0.0747,0.0177,0.0747,44.3707,21.0637,63.9728,0.1950,0.0009,0.1630,63.9737,0.3947,100.0000,100.0000,0.0320,0.0136,0.1174,1.0000,0.3031,0.9888,0.9863
25.0000,0.0270,0.0104,0.0008,0.0009,11.5605,0.9263,0.3887,1.5392,9.4159,0.0236,0.0963,0.0306,0.0963,29.9073,-4.3053,80.6052,0.2468,0.0014,0.2355,80.6066,0.5215,100.0000,100.0000,0.0093,0.0105,0.2157,1.0000,0.2701,0.9940,0.9870
25.0000,0.0247,0.0106,0.0010,0.0010,12.2382,3.4099,0.1140,10.3709,8.8989,0.0250,0.1020,0.0217,0.1020,25.7897,-2.2510,85.3406,0.2507,0.0013,0.2232,85.3419,0.5113,100.0000,100.0000,0.0342,0.0117,0.1772,1.0000,0.3202,0.9840,0.9979
25.0000,0.0253,0.0149,0.0008,0.0007,8.0957,2.0667,0.4860,2.8088,8.2224,0.0212,0.0675,0.0221,0.0675,50.2970,24.0803,57.1576,0.1783,0.0009,0.1596,57.1585,0.3796,100.0000,100.0000,0.0207,0.0158,0.1231,1.0000,0.2549,0.9870,0.9814
25.0000,0.0210,0.0160,0.0006,0.0011,9.3511,3.8995,0.2011,2.9524,8.0303,0.0306,0.0779,0.0318,0.0779,41.8008,16.6335,66.9283,0.2183,0.0009,0.1599,66.9291,0.4168,100.0000,100.0000,0.0391,0.0110,0.1097,1.0000,0.3976,0.9932,0.9960
25.0000,0.0274,0.0099,0.0006,0.0009,10.8433,0.3094,0.9972,12.0323,9.3553,0.0305,0.0906,0.0265,0.0906,32.9849,-1.5031,77.0660,0.2382,0.0014,0.2304,77.0674,0.5075,99.7161,99.7161,0.0032,0.0119,0.2153,0.9500,0.4132,0.9884,0.9824
25.0000,0.0315,0.0163,0.0009,0.0006,9.2810,5.2619,0.4067,9.7337,8.4888,0.0278,0.0773,0.0236,0.0773,42.5671,19.8848,66.0471,0.2061,0.0007,0.1453,66.0479,0.4006,100.0000,100.0000,0.0527,0.0104,0.0822,1.0000,0.3569,0.9893,0.9814
25.0000,0.0213,0.0153,0.0010,0.0007,15.8089,5.6216,0.0693,12.8258,8.8473,0.0229,0.1317,0.0211,0.1317,5.3624,-23.7956,108.8317,0.3075,0.0015,0.2731,108.8332,0.6190,100.0000,100.0000,0.0563,0.0123,0.2045,1.0000,0.3023,0.9996,0.9977
25.0000,0.0173,0.0102,0.0007,0.0007,12.0108,1.5649,0.2899,7.1313,9.7917,0.0186,0.1001,0.0212,0.1001,27.9496,-2.3994,82.8565,0.2399,0.0014,0.2432,82.8580,0.5120,100.0000,100.0000,0.0157,0.0159,0.2116,1.0000,0.3224,0.9879,0.9886
25.0000,0.0327,0.0168,0.0010,0.0007,8.4934,3.6045,0.2364,6.8815,9.7103,0.0205,0.0708,0.0305,0.0708,48.0817,22.2136,59.7053,0.1926,0.0008,0.1451,59.7061,0.3889,100.0000,100.0000,0.0361,0.0106,0.0984,1.0000,0.2906,0.9905,0.9969
25.0000,0.0176,0.0135,0.0008,0.0006,9.7727,5.8304,0.0965,17.5235,8.2522,0.0275,0.0987,0.0175,0.0987,27.7268,9.4688,83.1133,0.2424,0.0009,0.1777,83.1142,0.4527,82.4765,82.4765,0.0708,0.0091,0.0978,1.0000,0.3867,0.9951,0.9801
25.0000,0.0247,0.0083,0.0007,0.0008,13.1449,1.3161,0.4983,2.0529,8.5375,0.0275,0.1095,0.0318,0.1095,20.2104,-15.3473,91.7565,0.2784,0.0016,0.2638,91.7581,0.5767,100.0000,100.0000,0.0133,0.0098,0.2408,1.0000,0.3347,0.9985,0.9834
25.0000,0.0248,0.0138,0.0006,0.0008,10.9198,0.1676,0.7779,4.7328,8.5628,0.0173,0.1170,0.0208,0.1170,16.3722,-9.5765,96.1705,0.2720,0.0014,0.2359,96.1719,0.5479,100.0000,100.0000,0.0018,0.0152,0.2190,0.9700,0.2991,0.9881,0.9831
25.0000,0.0255,0.0102,0.0010,0.0010,12.9496,3.7685,0.1599,16.7923,9.6530,0.0217,0.1297,0.0219,0.1297,6.9528,-23.9255,107.0026,0.3030,0.0016,0.2790,107.0042,0.6196,83.2077,83.2077,0.0454,0.0125,0.2211,1.0000,0.3156,0.9876,0.9995
25.0000,0.0255,0.0095,0.0010,0.0007,11.0900,3.7724,0.1159,10.3447,8.1963,0.0326,0.0924,0.0195,0.0924,31.4554,6.3007,78.8252,0.2369,0.0011,0.1949,78.8263,0.4685,100.0000,100.0000,0.0378,0.0090,0.1481,1.0000,0.3062,0.9927,0.9901
25.0000,0.0220,0.0136,0.0007,0.0008,8.7612,5.3077,0.6930,11.5720,9.7234,0.0280,0.0730,0.0306,0.0730,45.5553,25.3230,62.6108,0.2047,0.0007,0.1317,62.6114,0.3734,100.0000,100.0000,0.0532,0.0085,0.0700,1.0000,0.4007,0.9923,0.9910
25.0000,0.0206,0.0093,0.0011,0.0007,16.7817,5.6068,0.7516,17.0267,9.9314,0.0260,0.2243,0.0308,0.2243,-59.3957,-78.3733,183.3030,0.5053,0.0020,0.3548,183.3051,0.8919,82.9733,82.9733,0.0677,0.0137,0.2735,0.9700,0.3844,0.9823,0.9857
25.0000,0.0200,0.0131,0.0011,0.0009,13.9850,3.1138,0.0135,3.1204,9.8267,0.0185,0.1165,0.0314,0.1165,16.5165,-15.2908,96.0045,0.2829,0.0015,0.2584,96.0060,0.5765,100.0000,100.0000,0.0312,0.0089,0.2183,1.0000,0.2868,0.9886,0.9972
