MOE3.Percentage of unspent funds,com_post_MOPs.Communication System.Time to get info,com_post_MOPs.Computer.Processing time,comms_MOPs.Satellite.Receiving time,comms_MOPs.Satellite.Sending time,target.Distance from base,target.Distance from optimized path start,environment.Precipitation,environment.Wind speed,h.Analysis time,h.Rescue in region time,h.Time to hospital,h.Time to prepare,h.Time to region,laptop.Recognition software 3.Analysis time,MOE1.Fuel cost improvement rate,MOE2.Time improvement Rate,rescue unit MOPs.Fuel cost,rescue unit MOPs.Time to rescue,search unit MOPs.Fuel cost,search unit MOPs.Time to detect,Total MOPs.Fuel consumption cost,Total MOPs.Mission time,UAV.Conditional cruise speed,UAV.Conditional max speed,UAV.Search time,UAV.Time to prepare,UAV.Time to region,UAV.Camera 3.Transmission delay,UAV.Camera 3.Transparency,UAV.On-board navigation system 3.Navigation algorithm accuracy
45.0000,0.0325,0.0138,0.0009,0.0010,15.6692,2.2070,0.1032,5.9121,9.7085,0.0208,0.1306,0.0180,0.1306,1.3479,6.4449,-31.3111,107.5865,0.3000,0.0019,0.3084,107.5884,0.6566,100.0000,100.0000,0.0228,0.0126,0.2729,1.4575,1.0000,0.9874
45.0000,0.0175,0.0141,0.0008,0.0006,14.6217,4.8459,0.9290,8.3145,9.9039,0.0312,0.1312,0.0227,0.1312,1.8749,4.6832,-25.9350,109.6128,0.3162,0.0016,0.2805,109.6143,0.6297,92.8957,92.8957,0.0531,0.0152,0.2123,1.2994,0.9500,0.9927
45.0000,0.0244,0.0138,0.0007,0.0007,10.4002,1.1528,0.4429,3.9390,8.4621,0.0240,0.0867,0.0199,0.0867,2.9283,36.5820,6.7863,72.9295,0.2172,0.0013,0.2092,72.9307,0.4661,100.0000,100.0000,0.0125,0.0099,0.1868,0.6648,1.0000,0.9917
45.0000,0.0299,0.0143,0.0010,0.0006,11.7258,2.1511,0.2172,2.0161,9.9900,0.0268,0.0977,0.0313,0.0977,2.3251,28.5337,-4.9496,82.1849,0.2535,0.0013,0.2254,82.1863,0.5247,100.0000,100.0000,0.0225,0.0094,0.1935,1.2790,1.0000,0.9910
45.0000,0.0308,0.0099,0.0007,0.0007,11.0346,0.3450,0.3281,1.5348,9.1262,0.0300,0.0920,0.0318,0.0920,2.7299,32.1118,-3.5571,78.0700,0.2458,0.0014,0.2300,78.0715,0.5178,100.0000,100.0000,0.0045,0.0105,0.2150,1.1022,1.0000,0.9958
45.0000,0.0296,0.0132,0.0006,0.0011,14.1797,4.2607,0.5711,17.2144,8.1994,0.0318,0.1427,0.0189,0.1427,2.3774,-3.4414,-37.5316,118.9559,0.3361,0.0018,0.3071,118.9577,0.6877,82.7856,82.7856,0.0523,0.0137,0.2411,0.6245,1.0000,0.9952
45.0000,0.0205,0.0107,0.0006,0.0008,10.9341,4.2444,0.1826,10.3371,8.3778,0.0218,0.0911,0.0295,0.0911,2.0703,33.7730,8.4845,76.1600,0.2335,0.0010,0.1915,76.1611,0.4576,100.0000,100.0000,0.0433,0.0127,0.1355,1.1320,1.0000,0.9897
45.0000,0.0254,0.0099,0.0007,0.0009,9.4808,2.5429,0.9096,4.8743,9.3426,0.0199,0.0869,0.0267,0.0869,2.8879,36.9839,9.7296,72.4674,0.2203,0.0011,0.1943,72.4685,0.4514,90.9650,90.9650,0.0290,0.0102,0.1551,0.8968,0.9500,0.9854
45.0000,0.0294,0.0123,0.0006,0.0010,10.3634,3.0673,0.7003,13.7092,8.0450,0.0322,0.1429,0.0238,0.1429,1.7818,-3.6133,-14.9931,119.1541,0.3418,0.0011,0.1898,119.1552,0.5750,100.0000,100.0000,0.0315,0.0095,0.1488,1.1286,0.9700,0.9822
45.0000,0.0282,0.0091,0.0009,0.0010,12.3210,3.6908,0.7006,1.6762,8.1745,0.0248,0.1465,0.0203,0.1465,2.2617,-5.1843,-20.2650,120.9607,0.3383,0.0013,0.2238,120.9620,0.6013,100.0000,100.0000,0.0377,0.0125,0.1736,0.5418,0.9700,0.9959
45.0000,0.0251,0.0167,0.0009,0.0008,8.8766,4.0041,0.2651,6.7032,8.0391,0.0229,0.0740,0.0272,0.0740,2.7267,45.5580,21.2016,62.6075,0.1980,0.0008,0.1525,62.6083,0.3940,100.0000,100.0000,0.0410,0.0132,0.0982,0.8546,1.0000,0.9948
45.0000,0.0292,0.0127,0.0007,0.0006,11.4680,5.9291,0.6167,8.1347,8.3207,0.0313,0.0956,0.0314,0.0956,2.7651,29.4301,4.0178,81.1544,0.2539,0.0010,0.1829,81.1553,0.4799,100.0000,100.0000,0.0604,0.0099,0.1126,1.3036,1.0000,0.9864
45.0000,0.0195,0.0088,0.0009,0.0006,12.2192,4.4914,0.9019,17.0944,9.4855,0.0296,0.1362,0.0179,0.1362,1.2298,1.4114,-26.1750,113.3753,0.3198,0.0016,0.2813,113.3769,0.6309,74.7745,74.7745,0.0608,0.0127,0.2078,1.2110,0.9500,0.9961
45.0000,0.0295,0.0157,0.0009,0.0006,11.7292,0.4094,0.2516,4.5906,9.3006,0.0264,0.0977,0.0309,0.0977,1.8055,28.5576,-9.4459,82.1572,0.2528,0.0015,0.2477,82.1587,0.5472,100.0000,100.0000,0.0049,0.0151,0.2277,1.1055,1.0000,0.9957
45.0000,0.0174,0.0110,0.0010,0.0008,16.8758,1.4983,0.0676,4.6139,9.1141,0.0240,0.1406,0.0214,0.1406,1.5040,-0.9600,-38.9448,116.1020,0.3266,0.0021,0.3379,116.1040,0.6947,100.0000,100.0000,0.0158,0.0127,0.3093,1.4732,1.0000,0.9952
45.0000,0.0273,0.0098,0.0006,0.0007,12.1338,0.0109,0.2645,4.5680,8.3453,0.0175,0.1011,0.0240,0.1011,2.4688,27.3726,-7.4852,83.5200,0.2438,0.0016,0.2553,83.5216,0.5374,100.0000,100.0000,0.0011,0.0100,0.2441,1.2504,1.0000,0.9943
45.0000,0.0316,0.0107,0.0006,0.0009,16.4071,0.5599,0.9926,13.6076,9.1721,0.0250,0.1594,0.0239,0.1594,2.3054,-14.1699,-50.0812,131.2933,0.3677,0.0021,0.3389,131.2954,0.7504,99.2616,99.2616,0.0065,0.0107,0.3218,0.6132,0.9500,0.9931
45.0000,0.0307,0.0116,0.0007,0.0006,8.0007,4.2228,0.7788,16.8816,8.1849,0.0308,0.1030,0.0182,0.1030,2.7794,24.3425,8.9991,87.0053,0.2550,0.0008,0.1565,87.0061,0.4550,83.1184,83.1184,0.0518,0.0118,0.0929,0.5787,0.9700,0.9810
45.0000,0.0202,0.0137,0.0010,0.0010,9.7608,4.0295,0.2086,0.9357,8.4714,0.0287,0.0813,0.0321,0.0813,2.7536,39.6680,13.5949,69.3809,0.2236,0.0009,0.1725,69.3818,0.4320,100.0000,100.0000,0.0413,0.0148,0.1164,0.8675,1.0000,0.9873
45.0000,0.0309,0.0096,0.0008,0.0008,10.2989,1.3817,0.1415,0.6127,9.5326,0.0279,0.0858,0.0273,0.0858,2.6568,36.6622,4.9183,72.8373,0.2268,0.0012,0.2065,72.8385,0.4754,100.0000,100.0000,0.0148,0.0124,0.1793,0.7141,1.0000,0.9961
45.0000,0.0308,0.0151,0.0007,0.0008,11.5644,1.6177,0.0683,3.5848,9.2851,0.0179,0.0964,0.0281,0.0964,1.4286,30.6225,-2.7899,79.7828,0.2387,0.0014,0.2278,79.7842,0.5139,100.0000,100.0000,0.0167,0.0099,0.2012,0.6186,1.0000,0.9901
45.0000,0.0256,0.0149,0.0008,0.0010,13.5961,2.6811,0.9001,6.2805,8.0307,0.0283,0.1259,0.0311,0.1259,1.3633,8.7477,-28.1316,104.9384,0.3111,0.0017,0.2873,104.9401,0.6407,90.0135,90.0135,0.0304,0.0107,0.2462,0.6623,0.9500,0.9860
45.0000,0.0303,0.0093,0.0007,0.0011,10.7139,4.0282,0.1030,10.9885,8.9942,0.0299,0.0893,0.0287,0.0893,2.6924,33.9894,6.9062,75.9112,0.2372,0.0010,0.1870,75.9122,0.4655,100.0000,100.0000,0.0412,0.0115,0.1342,0.5500,1.0000,0.9981
45.0000,0.0217,0.0143,0.0007,0.0010,13.4823,0.6050,0.1926,13.3136,9.3279,0.0328,0.1296,0.0276,0.1296,1.8625,5.5540,-28.0391,108.6112,0.3196,0.0017,0.2828,108.6129,0.6402,100.0000,100.0000,0.0068,0.0152,0.2608,0.7005,1.0000,0.9884
45.0000,0.0205,0.0091,0.0007,0.0011,10.3347,2.5709,0.6664,1.9663,8.2070,0.0252,0.0861,0.0272,0.0861,2.5658,36.7944,9.3615,72.6853,0.2247,0.0011,0.1971,72.6864,0.4532,100.0000,100.0000,0.0267,0.0137,0.1567,1.1481,1.0000,0.9927
45.0000,0.0226,0.0101,0.0008,0.0007,10.0694,3.9766,0.5355,15.3321,9.5672,0.0325,0.0991,0.0236,0.0991,1.3637,26.8188,0.7182,84.1573,0.2543,0.0011,0.2079,84.1584,0.4964,84.6679,84.6679,0.0476,0.0159,0.1443,0.8568,1.0000,0.9990
45.0000,0.0217,0.0149,0.0006,0.0008,11.8266,5.6457,0.5611,9.2180,8.7969,0.0307,0.0986,0.0212,0.0986,2.5399,27.4369,3.6074,83.4465,0.2490,0.0010,0.1950,83.4476,0.4820,100.0000,100.0000,0.0575,0.0122,0.1254,1.0685,1.0000,0.9878
45.0000,0.0184,0.0104,0.0008,0.0008,15.5283,0.0224,0.0878,2.3294,8.6984,0.0219,0.1294,0.0252,0.1294,1.3237,7.1188,-33.3656,106.8114,0.3059,0.0021,0.3304,106.8134,0.6668,100.0000,100.0000,0.0009,0.0144,0.3152,0.9460,1.0000,0.9845
45.0000,0.0311,0.0122,0.0010,0.0007,8.4092,5.4393,0.9152,16.9271,9.4117,0.0284,0.0922,0.0214,0.0922,2.2364,32.1757,11.8109,77.9971,0.2341,0.0008,0.1618,77.9979,0.4409,76.0289,76.0289,0.0724,0.0100,0.0793,0.8672,0.9500,0.9885
45.0000,0.0251,0.0138,0.0010,0.0011,13.5099,2.7500,0.9287,5.0818,9.9716,0.0249,0.1212,0.0201,0.1212,2.1970,12.4116,-20.1234,100.7251,0.2875,0.0016,0.2723,100.7267,0.6006,92.8671,92.8671,0.0307,0.0094,0.2322,1.4700,0.9500,0.9991
45.0000,0.0278,0.0155,0.0011,0.0010,13.4949,1.9814,0.0095,0.8799,9.7124,0.0319,0.1125,0.0315,0.1125,1.9084,17.6100,-20.6140,94.7468,0.2883,0.0016,0.2694,94.7484,0.6031,100.0000,100.0000,0.0205,0.0156,0.2332,0.6888,1.0000,0.9883
45.0000,0.0311,0.0168,0.0008,0.0010,16.2081,4.7008,0.2938,9.9981,8.9648,0.0319,0.1351,0.0305,0.1351,2.6064,1.8828,-35.0023,112.8331,0.3325,0.0017,0.2928,112.8348,0.6750,100.0000,100.0000,0.0480,0.0138,0.2310,1.0478,1.0000,0.9976
45.0000,0.0309,0.0169,0.0006,0.0010,8.7374,3.6833,0.6992,4.0183,9.3177,0.0202,0.0728,0.0280,0.0728,1.1580,46.7110,21.4654,61.2815,0.1939,0.0008,0.1494,61.2824,0.3927,100.0000,100.0000,0.0374,0.0087,0.1033,0.8900,1.0000,0.9811
45.0000,0.0291,0.0118,0.0007,0.0011,8.1053,1.6116,0.3548,10.0795,9.2808,0.0238,0.0675,0.0299,0.0675,1.6711,49.9105,21.1592,57.6020,0.1888,0.0009,0.1627,57.6029,0.3942,100.0000,100.0000,0.0169,0.0156,0.1302,0.9888,1.0000,0.9996
45.0000,0.0313,0.0169,0.0006,0.0009,8.6079,5.8507,0.5432,17.0968,9.3074,0.0180,0.0865,0.0254,0.0865,1.9243,37.4570,16.1012,71.9237,0.2164,0.0007,0.1533,71.9244,0.4195,82.9032,82.9032,0.0715,0.0138,0.0681,1.2931,1.0000,0.9803
45.0000,0.0328,0.0098,0.0007,0.0007,11.5610,5.6734,0.2864,4.1050,9.2927,0.0186,0.0963,0.0177,0.0963,1.7493,30.5520,6.8486,79.8642,0.2290,0.0010,0.1928,79.8652,0.4658,100.0000,100.0000,0.0576,0.0154,0.1199,1.2342,1.0000,0.9844
45.0000,0.0284,0.0134,0.0011,0.0006,8.4440,4.5651,0.3557,7.4623,8.5374,0.0292,0.0704,0.0290,0.0704,2.4746,47.2393,24.7806,60.6742,0.1990,0.0007,0.1335,60.6748,0.3761,100.0000,100.0000,0.0466,0.0081,0.0788,0.9595,1.0000,0.9877
45.0000,0.0290,0.0101,0.0009,0.0006,15.1839,4.5778,0.5639,6.9663,9.1947,0.0232,0.1265,0.0219,0.1265,2.5993,8.9506,-22.8837,104.7053,0.2981,0.0016,0.2756,104.7068,0.6144,100.0000,100.0000,0.0468,0.0156,0.2132,0.9547,1.0000,0.9961
45.0000,0.0203,0.0162,0.0009,0.0008,16.7024,0.2860,0.1203,10.4494,9.0180,0.0207,0.1392,0.0171,0.1392,1.7276,0.4707,-41.8029,114.4566,0.3162,0.0022,0.3546,114.4587,0.7090,100.0000,100.0000,0.0035,0.0160,0.3352,0.5625,1.0000,0.9801
45.0000,0.0194,0.0093,0.0006,0.0011,15.7912,2.1785,0.6662,2.0963,9.2392,0.0194,0.1316,0.0257,0.1316,2.1300,5.9238,-30.2794,108.1858,0.3083,0.0019,0.3126,108.1876,0.6514,100.0000,100.0000,0.0228,0.0136,0.2763,1.3965,1.0000,0.9862
45.0000,0.0279,0.0153,0.0006,0.0007,11.4421,0.9998,0.6289,11.7650,9.5040,0.0205,0.0954,0.0326,0.0954,1.4071,30.9961,-3.7416,79.3531,0.2437,0.0014,0.2306,79.3545,0.5187,100.0000,100.0000,0.0106,0.0092,0.2108,0.7307,1.0000,0.9918
45.0000,0.0215,0.0094,0.0007,0.0008,13.0059,5.8353,0.3659,2.9702,9.0221,0.0226,0.1084,0.0310,0.1084,2.7195,21.6542,-4.0433,90.0965,0.2704,0.0012,0.2175,90.0977,0.5202,100.0000,100.0000,0.0594,0.0122,0.1459,1.1253,1.0000,0.9849
45.0000,0.0276,0.0160,0.0007,0.0006,12.1980,3.5664,0.7849,14.9992,8.2613,0.0178,0.1524,0.0266,0.1524,2.1124,-8.3096,-23.9178,124.5547,0.3492,0.0013,0.2254,124.5560,0.6196,100.0000,100.0000,0.0366,0.0133,0.1756,1.1161,0.9700,0.9846
45.0000,0.0186,0.0149,0.0006,0.0006,12.5637,5.9655,0.2857,6.0123,8.5673,0.0230,0.1047,0.0202,0.1047,1.1580,24.1653,1.2406,87.2088,0.2526,0.0011,0.2065,87.2099,0.4938,100.0000,100.0000,0.0603,0.0134,0.1328,1.1314,1.0000,0.9959
45.0000,0.0238,0.0160,0.0009,0.0006,11.4083,3.8555,0.7909,7.2617,9.9437,0.0209,0.1202,0.0307,0.1202,2.9927,13.6609,-7.5272,99.2888,0.2920,0.0011,0.2044,99.2899,0.5376,100.0000,100.0000,0.0398,0.0127,0.1518,1.4912,0.9700,0.9968
45.0000,0.0267,0.0138,0.0006,0.0010,10.9602,2.2640,0.3465,10.1428,9.8006,0.0174,0.0913,0.0268,0.0913,1.2675,34.1966,4.8324,75.6727,0.2268,0.0012,0.2070,75.6740,0.4758,100.0000,100.0000,0.0231,0.0094,0.1745,0.5647,1.0000,0.9985
45.0000,0.0282,0.0140,0.0006,0.0006,13.4809,5.4788,0.8408,11.3141,8.5863,0.0240,0.1336,0.0241,0.1336,2.1160,3.9197,-18.6548,110.4911,0.3153,0.0013,0.2345,110.4924,0.5933,100.0000,100.0000,0.0558,0.0154,0.1633,1.3502,0.9700,0.9812
45.0000,0.0223,0.0124,0.0009,0.0006,13.5337,1.9175,0.5583,0.3851,9.7911,0.0261,0.1128,0.0319,0.1128,1.2482,18.1410,-17.2031,94.1362,0.2835,0.0016,0.2664,94.1378,0.5860,100.0000,100.0000,0.0199,0.0119,0.2345,1.3838,1.0000,0.9918
45.0000,0.0236,0.0162,0.0007,0.0006,9.6727,5.4825,0.9848,2.6067,8.0858,0.0280,0.0819,0.0220,0.0819,1.3491,39.4100,17.3686,69.6777,0.2136,0.0008,0.1584,69.6785,0.4132,98.4764,98.4764,0.0564,0.0156,0.0864,1.3381,0.9500,0.9878
45.0000,0.0179,0.0149,0.0010,0.0009,15.6733,2.9863,0.4965,8.1076,8.3449,0.0208,0.1306,0.0237,0.1306,2.8713,6.4229,-28.7027,107.6118,0.3057,0.0018,0.3031,107.6136,0.6435,100.0000,100.0000,0.0310,0.0156,0.2564,1.3828,1.0000,0.9906
45.0000,0.0297,0.0108,0.0007,0.0007,13.9829,0.7429,0.4084,15.6795,9.0681,0.0315,0.1382,0.0185,0.1382,2.3540,-0.2434,-41.8118,115.2779,0.3264,0.0021,0.3408,115.2800,0.7091,84.3205,84.3205,0.0098,0.0146,0.3163,1.2596,1.0000,0.9936
45.0000,0.0246,0.0160,0.0006,0.0011,8.9078,5.2271,0.9024,6.7564,9.6038,0.0289,0.0823,0.0256,0.0823,1.3103,39.0023,17.6198,70.1465,0.2191,0.0008,0.1505,70.1473,0.4119,90.2406,90.2406,0.0585,0.0090,0.0830,0.8470,0.9500,0.9864
45.0000,0.0243,0.0109,0.0007,0.0006,13.6916,1.3795,0.9657,3.5457,9.8612,0.0223,0.1181,0.0190,0.1181,1.6047,14.9044,-20.2113,97.8582,0.2775,0.0017,0.2870,97.8600,0.6011,96.5696,96.5696,0.0152,0.0140,0.2579,1.4758,0.9500,0.9898
45.0000,0.0300,0.0124,0.0008,0.0010,11.8615,1.8553,0.5583,2.4644,8.1340,0.0320,0.0988,0.0203,0.0988,2.1805,27.0686,-5.8123,83.8697,0.2499,0.0014,0.2350,83.8711,0.5291,100.0000,100.0000,0.0195,0.0119,0.2036,1.1442,1.0000,0.9838
45.0000,0.0185,0.0084,0.0007,0.0010,11.4957,0.0651,0.7760,15.2260,8.2325,0.0310,0.1456,0.0276,0.1456,2.8199,-5.3472,-34.0341,121.1475,0.3498,0.0018,0.2918,121.1493,0.6702,84.7740,84.7740,0.0017,0.0149,0.2752,0.5343,0.9700,0.9806
45.0000,0.0256,0.0105,0.0010,0.0009,13.7643,2.1672,0.7764,10.3131,9.4699,0.0302,0.1477,0.0330,0.1477,1.2103,-6.7028,-33.4465,122.7066,0.3586,0.0016,0.2706,122.7082,0.6672,100.0000,100.0000,0.0222,0.0144,0.2340,0.5576,0.9700,0.9923
45.0000,0.0309,0.0107,0.0008,0.0011,9.0966,1.3504,0.5033,6.5791,8.6433,0.0204,0.0758,0.0207,0.0758,2.2766,44.6034,16.2947,63.7050,0.1927,0.0011,0.1824,63.7061,0.4185,100.0000,100.0000,0.0144,0.0127,0.1553,0.9213,1.0000,0.9995
45.0000,0.0271,0.0125,0.0010,0.0009,13.5421,3.2531,0.1241,1.8136,9.5461,0.0277,0.1129,0.0281,0.1129,2.8378,17.8820,-14.3210,94.4342,0.2814,0.0015,0.2487,94.4356,0.5716,100.0000,100.0000,0.0337,0.0082,0.2067,1.4815,1.0000,0.9968
45.0000,0.0198,0.0158,0.0009,0.0010,12.7746,5.1396,0.4011,7.1915,8.8111,0.0225,0.1065,0.0302,0.1065,2.7310,23.0126,-4.1840,88.5343,0.2656,0.0012,0.2179,88.5355,0.5209,100.0000,100.0000,0.0523,0.0099,0.1556,0.7001,1.0000,0.9828
45.0000,0.0203,0.0119,0.0008,0.0010,15.7598,3.1126,0.9767,16.4244,9.2238,0.0262,0.1609,0.0206,0.1609,2.3188,-15.3508,-52.9326,132.6512,0.3687,0.0022,0.3620,132.6534,0.7647,81.6257,81.6257,0.0391,0.0108,0.3120,1.1230,0.9500,0.9939
45.0000,0.0221,0.0161,0.0008,0.0010,12.8631,4.2611,0.7612,8.3285,8.3186,0.0265,0.1408,0.0223,0.1408,1.4614,-1.4248,-19.1575,116.6372,0.3304,0.0013,0.2254,116.6385,0.5958,100.0000,100.0000,0.0434,0.0096,0.1724,1.4861,0.9700,0.9998
45.0000,0.0184,0.0086,0.0009,0.0010,9.4853,3.8434,0.9792,9.6126,9.9794,0.0304,0.0807,0.0203,0.0807,2.0257,39.8751,17.8337,69.1428,0.2122,0.0009,0.1698,69.1437,0.4108,97.9186,97.9186,0.0402,0.0126,0.1170,1.1850,0.9500,0.9874
45.0000,0.0241,0.0169,0.0008,0.0010,15.0179,5.0742,0.3334,14.9594,9.5865,0.0222,0.1472,0.0240,0.1472,1.7998,-5.2688,-30.4157,121.0576,0.3405,0.0015,0.2687,121.0591,0.6521,100.0000,100.0000,0.0515,0.0143,0.2029,1.0194,1.0000,0.9812
45.0000,0.0234,0.0157,0.0008,0.0009,16.7191,4.8958,0.8120,9.5827,8.5224,0.0233,0.1716,0.0244,0.1716,2.3578,-22.4070,-46.2369,140.7663,0.3909,0.0018,0.2995,140.7681,0.7312,100.0000,100.0000,0.0498,0.0089,0.2408,0.7416,0.9700,0.9829
45.0000,0.0318,0.0108,0.0007,0.0009,10.9080,5.5720,0.9979,14.5608,8.6479,0.0201,0.1066,0.0259,0.1066,2.7176,23.2095,3.1938,88.3081,0.2593,0.0009,0.1805,88.3090,0.4840,99.7895,99.7895,0.0570,0.0146,0.1089,1.4648,0.9500,0.9840
45.0000,0.0266,0.0132,0.0009,0.0008,13.5094,5.0058,0.8518,3.7667,8.8726,0.0330,0.1322,0.0179,0.1322,2.8847,3.7594,-17.6144,110.6754,0.3152,0.0013,0.2314,110.6767,0.5881,100.0000,100.0000,0.0512,0.0086,0.1717,0.9936,0.9700,0.9923
45.0000,0.0233,0.0122,0.0010,0.0009,9.0584,4.1958,0.2141,3.8763,9.4774,0.0317,0.0755,0.0246,0.0755,2.0477,43.3559,20.1822,65.1399,0.2072,0.0008,0.1544,65.1407,0.3991,100.0000,100.0000,0.0429,0.0122,0.0994,1.2830,1.0000,0.9809
45.0000,0.0316,0.0106,0.0008,0.0008,11.4390,4.8217,0.4246,10.4116,9.4366,0.0301,0.0953,0.0205,0.0953,2.2870,29.7612,3.0663,80.7735,0.2413,0.0011,0.1997,80.7746,0.4847,100.0000,100.0000,0.0490,0.0158,0.1349,0.6105,1.0000,0.9825
45.0000,0.0213,0.0094,0.0006,0.0009,12.4096,2.2046,0.9227,10.9058,9.9929,0.0286,0.1121,0.0212,0.1121,1.9774,18.3016,-12.5638,93.9516,0.2739,0.0015,0.2566,93.9532,0.5628,92.2670,92.2670,0.0247,0.0091,0.2228,0.9799,0.9500,0.9942
45.0000,0.0198,0.0089,0.0008,0.0011,13.4223,2.5749,0.6268,4.9856,9.5421,0.0301,0.1119,0.0303,0.1119,1.6035,18.2570,-14.4871,94.0030,0.2841,0.0015,0.2576,94.0045,0.5724,100.0000,100.0000,0.0266,0.0134,0.2176,1.4853,1.0000,0.9983
45.0000,0.0286,0.0132,0.0010,0.0011,11.0752,2.9744,0.8611,16.1488,8.8438,0.0227,0.1278,0.0320,0.1278,2.9503,8.1254,-19.1877,105.6543,0.3103,0.0014,0.2417,105.6557,0.5959,83.8512,83.8512,0.0365,0.0102,0.1950,0.5071,0.9700,0.9920
45.0000,0.0177,0.0137,0.0006,0.0010,11.8451,4.7180,0.9029,11.9964,9.3445,0.0330,0.1093,0.0296,0.1093,2.9469,19.6455,-7.8749,92.4064,0.2813,0.0012,0.2252,92.4077,0.5394,90.2898,90.2898,0.0535,0.0129,0.1587,1.4771,0.9500,0.9965
45.0000,0.0293,0.0091,0.0009,0.0010,13.3511,2.9943,0.0053,10.3199,8.5289,0.0303,0.1113,0.0234,0.1113,1.2146,18.6463,-14.1869,93.5553,0.2762,0.0015,0.2545,93.5567,0.5709,100.0000,100.0000,0.0307,0.0141,0.2098,1.4278,1.0000,0.9886
45.0000,0.0279,0.0157,0.0010,0.0009,12.0759,0.2174,0.1874,12.4982,9.1027,0.0238,0.1006,0.0233,0.1006,1.9188,26.8944,-10.3948,84.0699,0.2483,0.0016,0.2583,84.0715,0.5520,100.0000,100.0000,0.0029,0.0147,0.2406,0.8566,1.0000,0.9869
45.0000,0.0253,0.0165,0.0008,0.0006,10.3195,0.9066,0.7669,2.3605,9.7605,0.0211,0.1121,0.0297,0.1121,2.3162,19.2447,-5.3194,92.8673,0.2751,0.0013,0.2083,92.8686,0.5266,100.0000,100.0000,0.0100,0.0089,0.1893,0.9032,0.9700,0.9957
45.0000,0.0271,0.0129,0.0011,0.0008,14.4149,0.2618,0.9260,16.8283,8.6033,0.0268,0.1560,0.0170,0.1560,1.5783,-12.0089,-55.8179,128.8078,0.3558,0.0024,0.3814,128.8102,0.7791,77.0131,77.0131,0.0041,0.0094,0.3679,0.9623,0.9500,0.9998
45.0000,0.0255,0.0108,0.0009,0.0009,9.2065,4.9856,0.9668,8.3024,9.0527,0.0212,0.0794,0.0325,0.0794,1.9288,42.0339,19.9810,66.6603,0.2123,0.0008,0.1497,66.6611,0.4001,96.6808,96.6808,0.0524,0.0095,0.0878,0.9345,0.9500,0.9976
45.0000,0.0295,0.0120,0.0007,0.0009,13.1337,0.3022,0.3810,0.7224,9.5192,0.0314,0.1094,0.0301,0.1094,1.1409,19.7662,-19.3064,92.2672,0.2803,0.0017,0.2731,92.2689,0.5965,100.0000,100.0000,0.0036,0.0088,0.2606,0.9920,1.0000,0.9854
45.0000,0.0304,0.0156,0.0010,0.0008,14.7583,4.6118,0.6295,5.3185,8.7117,0.0212,0.1230,0.0228,0.1230,2.8490,11.6793,-19.8049,101.5673,0.2900,0.0015,0.2613,101.5689,0.5990,100.0000,100.0000,0.0473,0.0093,0.2047,1.3093,1.0000,0.9927
45.0000,0.0325,0.0113,0.0008,0.0006,14.5212,4.5047,0.4951,16.1246,8.2284,0.0305,0.1443,0.0313,0.1443,1.1892,-4.3500,-39.6657,120.0008,0.3504,0.0018,0.3027,120.0026,0.6983,83.8754,83.8754,0.0543,0.0092,0.2392,0.8823,1.0000,0.9995
45.0000,0.0329,0.0130,0.0007,0.0009,8.3346,2.1452,0.5785,17.7670,8.4171,0.0268,0.0845,0.0288,0.0845,1.7703,37.7532,6.5531,71.5827,0.2245,0.0011,0.1954,71.5838,0.4672,82.2330,82.2330,0.0269,0.0155,0.1530,1.1553,1.0000,0.9855
45.0000,0.0279,0.0087,0.0006,0.0007,9.7552,1.4501,0.1511,8.9261,9.0579,0.0325,0.0813,0.0328,0.0813,2.6355,39.2033,7.3189,69.9151,0.2279,0.0012,0.1976,69.9162,0.4634,100.0000,100.0000,0.0155,0.0131,0.1690,1.0512,1.0000,0.9844
45.0000,0.0284,0.0152,0.0006,0.0008,13.6636,0.1157,0.2947,14.0540,9.8034,0.0258,0.1325,0.0236,0.1325,1.8290,4.4778,-29.7277,109.8488,0.3144,0.0018,0.2894,109.8506,0.6486,100.0000,100.0000,0.0018,0.0148,0.2728,0.5602,1.0000,0.9944
45.0000,0.0253,0.0161,0.0007,0.0011,10.0651,1.0042,0.8372,12.1915,8.9986,0.0235,0.1002,0.0285,0.1002,1.0181,27.2349,0.1775,83.6786,0.2525,0.0012,0.2035,83.6798,0.4991,100.0000,100.0000,0.0106,0.0107,0.1821,1.1058,0.9700,0.9964
45.0000,0.0285,0.0119,0.0006,0.0008,11.5021,5.6998,0.7658,7.2967,8.4869,0.0216,0.1252,0.0306,0.1252,2.8388,10.1050,-5.8205,103.3783,0.3026,0.0010,0.1848,103.3793,0.5291,100.0000,100.0000,0.0581,0.0094,0.1172,1.1587,0.9700,0.9922
45.0000,0.0173,0.0123,0.0007,0.0007,12.4707,5.1003,0.6450,13.7907,8.0655,0.0284,0.1205,0.0329,0.1205,1.9428,12.4355,-9.2116,100.6980,0.3024,0.0012,0.2127,100.6991,0.5461,100.0000,100.0000,0.0518,0.0116,0.1493,0.8532,1.0000,0.9893
45.0000,0.0204,0.0146,0.0006,0.0009,15.0215,5.3373,0.2139,9.8482,8.1669,0.0174,0.1252,0.0188,0.1252,2.7754,10.6538,-17.1570,102.7467,0.2866,0.0015,0.2627,102.7481,0.5858,100.0000,100.0000,0.0544,0.0136,0.1947,1.0349,1.0000,0.9960
